completedTools;inputTokensLast;avgPerToolTime;taxRefAttrTag;graphicalResolution;toolLook;totalCalls;taxRefAttrColor;repetitions;totalToolTime;status;outputTokens;expectedRepetitions;repIndex;tax;taxRelProx;solutionChecker;taxRefSuperExtremum;totalTokens;inputImagesLast;toolPickObject;taxRelFloor;taxActDrop;taxRel;toolWalk;taskPrompt;taxRefGroupSimple;taxRefAttrPattern;taxAct;graphicalLighting;threadId;outputTokensLast;scene;taxRefAttrShape;objectIdentifier;taxRelArea;totalGenerationTime;failedTools;taskId;taxRefId;solutionCheck;model;taxRefTag;taxRef;totalTokensLast;inputImages;coordinatesType;toolsCount;inputTokens;stoppedTools;avgPerGenerationTime;toolDropObject;taxActPick;episodeId
2;8208;1336.0;;HR;1;2;;15;1336.0;Ended;321;15.0;13;;;C2;;14958;2;1;;;;0;Pick all objects with white parts and place them on the floor;;;;PL;S1-T14-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-02-26]_rep14;164;S1;;SEM;;18136.0;0;T14;;0.0;S35;;;8372;3;ABS;2;14637;0;9068.0;0;;S1-T14-C2-PL-HR-S35-SEM-ABS
2;8179;1204.0;;HR;1;2;;15;1204.0;Ended;240;15.0;14;;;C2;;14848;2;1;;;;0;Pick all objects with white parts and place them on the floor;;;;PL;S1-T14-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-02-26]_rep15;110;S1;;SEM;;16762.0;0;T14;;0.0;S35;;;8289;3;ABS;2;14608;0;8381.0;0;;S1-T14-C2-PL-HR-S35-SEM-ABS
11;9893;1794.0;;HR;1;12;;15;19734.0;Ended;512;15.0;0;;;C2;;111965;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep1;53;S1;;OPAQ;;79437.0;0;T15;;0.8;G4O;;;9946;23;ABS;11;111453;0;6619.75;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;9988;1520.2727272727273;;HR;1;12;;15;16723.0;Ended;673;15.0;1;;;C2;;112615;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep2;41;S1;;OPAQ;;75240.0;0;T15;;0.6;G4O;;;10029;23;ABS;11;111942;0;6270.0;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
12;17784;1709.3333333333333;;HR;4;13;;15;20512.0;Ended;972;15.0;2;;;C2;;199493;5;4;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep3;46;S1;;OPAQ;;174124.0;0;T15;;0.4;G4O;;;17830;55;ABS;12;198521;0;13394.153846153846;4;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
13;10152;1439.3846153846155;;HR;1;14;;15;18712.0;Ended;787;15.0;3;;;C2;;133072;2;6;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep4;47;S1;;OPAQ;;94420.0;0;T15;;0.6;G4O;;;10199;27;ABS;13;132285;0;6744.285714285715;6;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;10118;1747.7272727272727;;HR;1;12;;15;19225.0;Ended;716;15.0;4;;;C2;;113077;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep5;44;S1;;OPAQ;;80236.0;0;T15;;0.6;G4O;;;10162;23;ABS;11;112361;0;6686.333333333333;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
14;7679;1223.357142857143;;HR;0;15;;15;17127.0;Ended;853;15.0;5;;;C2;;108404;1;7;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep6;59;S1;;OPAQ;;68909.0;0;T15;;0.6;G4O;;;7738;15;ABS;14;107551;0;4593.933333333333;7;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;9912;1870.090909090909;;HR;1;12;;15;20571.0;Ended;527;15.0;6;;;C2;;112234;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep7;47;S1;;OPAQ;;72353.0;0;T15;;0.6;G4O;;;9959;23;ABS;11;111707;0;6029.416666666667;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;9934;1837.5454545454545;;HR;1;12;;15;20213.0;Ended;514;15.0;7;;;C2;;112276;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep8;45;S1;;OPAQ;;77609.0;0;T15;;0.6;G4O;;;9979;23;ABS;11;111762;0;6467.416666666667;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
13;20486;1530.5714285714287;;HR;5;15;;15;21428.0;Ended;1174;15.0;8;;;C2;;260656;6;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep9;73;S1;;OPAQ;;241767.0;1;T15;;0.6;G4O;;;20559;75;ABS;14;259482;0;16117.8;4;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;10103;1815.8181818181818;;HR;1;12;;15;19974.0;Ended;713;15.0;9;;;C2;;113102;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep10;56;S1;;OPAQ;;81545.0;0;T15;;0.6;G4O;;;10159;23;ABS;11;112389;0;6795.416666666667;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;10148;1597.2727272727273;;HR;1;12;;15;17570.0;Ended;811;15.0;10;;;C2;;113695;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep11;46;S1;;OPAQ;;86240.0;0;T15;;0.6;G4O;;;10194;23;ABS;11;112884;0;7186.666666666667;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
17;10103;1343.764705882353;;HR;1;18;;15;22844.0;Ended;654;15.0;11;;;C2;;171725;2;8;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep12;36;S1;;OPAQ;;111400.0;0;T15;;0.6;G4O;;;10139;35;ABS;17;171071;0;6188.888888888889;8;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;10212;1316.75;;HR;1;13;;15;15801.0;Ended;944;15.0;12;;;C2;;124156;2;6;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep13;53;S1;;OPAQ;;114588.0;1;T15;;0.6;G4O;;;10265;25;ABS;12;123212;0;8814.461538461539;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;9858;1817.2727272727273;;HR;1;12;;15;19990.0;Ended;466;15.0;13;;;C2;;111532;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep14;44;S1;;OPAQ;;80843.0;0;T15;;0.6;G4O;;;9902;23;ABS;11;111066;0;6736.916666666667;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
11;10115;1743.5454545454545;;HR;1;12;;15;19179.0;Ended;712;15.0;14;;;C2;;113238;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-OPAQ-ABS_[11-05]-[21-15-00]_rep15;45;S1;;OPAQ;;89853.0;0;T15;;0.6;G4O;;;10160;23;ABS;11;112526;0;7487.75;5;;S1-T15-C2-PL-HR-G4O-OPAQ-ABS
12;7541;1275.5833333333333;;HR;0;13;;15;15307.0;Ended;721;15.0;0;;;C2;;92436;1;6;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep1;52;S1;;SEM;;58930.0;0;T15;;0.6;G4O;;;7593;13;ABS;12;91715;0;4533.076923076923;6;;S1-T15-C2-PL-HR-G4O-SEM-ABS
7;9776;1404.125;;HR;1;9;;15;11233.0;Ended;547;15.0;1;;;C2;;83233;2;3;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep2;36;S1;;SEM;;77222.0;1;T15;;0.6;G4O;;;9812;17;ABS;8;82686;0;8580.222222222223;4;;S1-T15-C2-PL-HR-G4O-SEM-ABS
8;7416;1566.625;;HR;0;9;;15;12533.0;Ended;598;15.0;2;;;C2;;63986;1;4;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep3;56;S1;;SEM;;46868.0;0;T15;;0.8;G4O;;;7472;9;ABS;8;63388;0;5207.555555555556;4;;S1-T15-C2-PL-HR-G4O-SEM-ABS
6;6997;1344.3333333333333;;HR;0;7;;15;8066.0;Ended;294;15.0;3;;;C2;;47684;1;3;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep4;40;S1;;SEM;;25828.0;0;T15;;0.4;G4O;;;7037;7;ABS;6;47390;0;3689.714285714286;3;;S1-T15-C2-PL-HR-G4O-SEM-ABS
10;7377;1280.3;;HR;0;11;;15;12803.0;Ended;631;15.0;4;;;C2;;77947;1;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep5;68;S1;;SEM;;53492.0;0;T15;;1.0;G4O;;;7445;11;ABS;10;77316;0;4862.909090909091;5;;S1-T15-C2-PL-HR-G4O-SEM-ABS
7;9833;1535.7142857142858;;HR;1;8;;15;10750.0;Ended;576;15.0;5;;;C2;;73841;2;3;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep6;50;S1;;SEM;;52563.0;0;T15;;0.6;G4O;;;9883;15;ABS;7;73265;0;6570.375;3;;S1-T15-C2-PL-HR-G4O-SEM-ABS
6;6943;1359.6666666666667;;HR;0;7;;15;8158.0;Ended;249;15.0;6;;;C2;;47519;1;3;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep7;46;S1;;SEM;;29971.0;0;T15;;0.4;G4O;;;6989;7;ABS;6;47270;0;4281.571428571428;3;;S1-T15-C2-PL-HR-G4O-SEM-ABS
11;9750;1311.0;;HR;1;12;;15;14421.0;Ended;469;15.0;7;;;C2;;111042;2;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep8;49;S1;;SEM;;79058.0;0;T15;;0.8;G4O;;;9799;23;ABS;11;110573;0;6588.166666666667;5;;S1-T15-C2-PL-HR-G4O-SEM-ABS
12;7284;1469.25;;HR;0;13;;15;17631.0;Ended;400;15.0;8;;;C2;;90404;1;6;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep9;64;S1;;SEM;;62521.0;0;T15;;0.6;G4O;;;7348;13;ABS;12;90004;0;4809.307692307692;6;;S1-T15-C2-PL-HR-G4O-SEM-ABS
10;7078;1204.3;;HR;0;11;;15;12043.0;Ended;339;15.0;9;;;C2;;75511;1;5;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep10;58;S1;;SEM;;55542.0;0;T15;;0.6;G4O;;;7136;11;ABS;10;75172;0;5049.272727272727;5;;S1-T15-C2-PL-HR-G4O-SEM-ABS
7;9744;1905.5714285714287;;HR;1;8;;15;13339.0;Ended;484;15.0;10;;;C2;;73208;2;3;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep11;43;S1;;SEM;;77776.0;0;T15;;0.6;G4O;;;9787;15;ABS;7;72724;0;9722.0;3;;S1-T15-C2-PL-HR-G4O-SEM-ABS
8;7484;2023.0;;HR;0;9;;15;16184.0;Ended;596;15.0;11;;;C2;;64374;1;4;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep12;46;S1;;SEM;;50880.0;0;T15;;0.6;G4O;;;7530;9;ABS;8;63778;0;5653.333333333333;4;;S1-T15-C2-PL-HR-G4O-SEM-ABS
6;7108;1248.1666666666667;;HR;0;7;;15;7489.0;Ended;429;15.0;12;;;C2;;48632;1;3;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep13;39;S1;;SEM;;31244.0;0;T15;;0.6;G4O;;;7147;7;ABS;6;48203;0;4463.428571428572;3;;S1-T15-C2-PL-HR-G4O-SEM-ABS
7;9642;1891.2857142857142;;HR;1;8;;15;13239.0;Ended;363;15.0;13;;;C2;;72706;2;3;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep14;53;S1;;SEM;;55293.0;0;T15;;0.6;G4O;;;9695;15;ABS;7;72343;0;6911.625;3;;S1-T15-C2-PL-HR-G4O-SEM-ABS
9;9949;1809.2222222222222;;HR;1;10;;15;16283.0;Ended;565;15.0;14;;;C2;;93052;2;4;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-G4O-SEM-ABS_[11-05]-[20-46-34]_rep15;49;S1;;SEM;;63356.0;0;T15;;0.8;G4O;;;9998;19;ABS;9;92487;0;6335.6;4;;S1-T15-C2-PL-HR-G4O-SEM-ABS
10;12496;1124.5;;HR;3;11;;15;11245.0;Ended;1291;15.0;0;;;C2;;107558;4;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep1;98;S1;;OPAQ;;111165.0;0;T15;;0.4;S35;;;12594;29;ABS;10;106267;0;10105.90909090909;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
10;12555;1293.2;;HR;3;11;;15;12932.0;Ended;1343;15.0;1;;;C2;;107640;4;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep2;123;S1;;OPAQ;;104499.0;0;T15;;0.0;S35;;;12678;29;ABS;10;106297;0;9499.90909090909;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
9;10797;1029.888888888889;;HR;2;10;;15;9269.0;Ended;1178;15.0;2;;;C2;;88842;3;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep3;92;S1;;OPAQ;;83373.0;0;T15;;0.4;S35;;;10889;21;ABS;9;87664;0;8337.3;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
11;14383;1439.8181818181818;;HR;4;12;;15;15838.0;Ended;1494;15.0;3;;;C2;;123043;5;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep4;140;S1;;OPAQ;;118221.0;0;T15;;0.4;S35;;;14523;34;ABS;11;121549;0;9851.75;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
10;12545;1234.1;;HR;3;11;;15;12341.0;Ended;1302;15.0;4;;;C2;;107867;4;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep5;106;S1;;OPAQ;;103812.0;0;T15;;0.4;S35;;;12651;29;ABS;10;106565;0;9437.454545454546;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
10;12585;1452.7;;HR;3;11;;15;14527.0;Ended;1280;15.0;5;;;C2;;107520;4;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep6;96;S1;;OPAQ;;100867.0;0;T15;;0.2;S35;;;12681;29;ABS;10;106240;0;9169.727272727272;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
11;14318;1279.909090909091;;HR;4;12;;15;14079.0;Ended;1466;15.0;6;;;C2;;122626;5;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep7;151;S1;;OPAQ;;110694.0;0;T15;;0.4;S35;;;14469;34;ABS;11;121160;0;9224.5;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
8;9280;1592.625;;HR;1;9;;15;12741.0;Ended;1063;15.0;7;;;C2;;75606;2;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep8;74;S1;;OPAQ;;79028.0;0;T15;;0.4;S35;;;9354;16;ABS;8;74543;0;8780.888888888889;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
2;8307;934.5;;HR;1;3;;15;1869.0;Ended;281;15.0;8;;;C2;;23113;2;0;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep9;3;S1;;OPAQ;;33232.0;0;T15;;0.0;S35;;;8310;5;ABS;2;22832;0;11077.333333333334;0;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
11;14274;1176.1818181818182;;HR;4;12;;15;12938.0;Ended;1503;15.0;9;;;C2;;122835;5;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep10;156;S1;;OPAQ;;125957.0;0;T15;;0.4;S35;;;14430;34;ABS;11;121332;0;10496.416666666666;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
8;12297;1322.75;;HR;3;9;;15;10582.0;Ended;1133;15.0;10;;;C2;;82756;4;2;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep11;151;S1;;OPAQ;;94348.0;0;T15;;0.2;S35;;;12448;21;ABS;8;81623;0;10483.111111111111;2;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
9;10872;1277.3333333333333;;HR;2;10;;15;11496.0;Ended;1188;15.0;11;;;C2;;95555;3;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep12;97;S1;;OPAQ;;101470.0;0;T15;;0.6;S35;;;10969;25;ABS;9;94367;0;10147.0;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
12;12845;1401.1666666666667;;HR;3;13;;15;16814.0;Ended;1533;15.0;12;;;C2;;130543;4;4;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep13;131;S1;;OPAQ;;130679.0;0;T15;;0.2;S35;;;12976;35;ABS;12;129010;0;10052.23076923077;4;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
10;12473;1318.9;;HR;3;11;;15;13189.0;Ended;1272;15.0;13;;;C2;;107448;4;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep14;102;S1;;OPAQ;;101367.0;0;T15;;0.6;S35;;;12575;29;ABS;10;106176;0;9215.181818181818;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
11;14171;1170.909090909091;;HR;4;12;;15;12880.0;Ended;1427;15.0;14;;;C2;;132805;5;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-OPAQ-ABS_[11-12]-[23-04-13]_rep15;111;S1;;OPAQ;;141606.0;0;T15;;0.2;S35;;;14282;41;ABS;11;131378;0;11800.5;3;;S1-T15-C2-PL-HR-S35-OPAQ-ABS
10;9618;1371.1;;HR;1;11;;15;13711.0;Ended;1301;15.0;0;;;C2;;95371;2;4;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep1;78;S1;;SEM;;102731.0;0;T15;;0.8;S35;;;9696;20;ABS;10;94070;0;9339.181818181818;4;;S1-T15-C2-PL-HR-S35-SEM-ABS
1;6432;0.0;;HR;0;1;;15;0.0;Ended;154;15.0;1;;;C2;;6586;1;0;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep2;154;S1;;SEM;;8978.0;0;T15;;0.0;S35;;;6586;1;ABS;1;6432;0;8978.0;0;;S1-T15-C2-PL-HR-S35-SEM-ABS
9;9292;1455.75;;HR;1;9;;15;11646.0;Ended;1079;15.0;2;;;C2;;75843;2;4;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep3;81;S1;;SEM;;86111.0;0;T15;;0.6;S35;;;9373;16;ABS;9;74764;0;9567.888888888889;3;;S1-T15-C2-PL-HR-S35-SEM-ABS
12;10028;1550.25;;HR;1;13;;15;18603.0;Ended;1554;15.0;3;;;C2;;115799;2;5;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep4;95;S1;;SEM;;105038.0;0;T15;;1.0;S35;;;10123;24;ABS;12;114245;0;8079.846153846154;5;;S1-T15-C2-PL-HR-S35-SEM-ABS
12;9903;1370.5;;HR;1;13;;15;16446.0;Ended;1526;15.0;4;;;C2;;115128;2;5;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep5;90;S1;;SEM;;111220.0;0;T15;;1.0;S35;;;9993;24;ABS;12;113602;0;8555.384615384615;5;;S1-T15-C2-PL-HR-S35-SEM-ABS
10;9578;1544.0;;HR;1;11;;15;15440.0;Ended;1274;15.0;5;;;C2;;94800;2;4;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep6;96;S1;;SEM;;98362.0;0;T15;;0.8;S35;;;9674;20;ABS;10;93526;0;8942.0;4;;S1-T15-C2-PL-HR-S35-SEM-ABS
12;9895;1332.0833333333333;;HR;1;13;;15;15985.0;Ended;1523;15.0;6;;;C2;;115091;2;5;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep7;93;S1;;SEM;;112090.0;0;T15;;1.0;S35;;;9988;24;ABS;12;113568;0;8622.307692307691;5;;S1-T15-C2-PL-HR-S35-SEM-ABS
10;9581;1284.2;;HR;1;11;;15;12842.0;Ended;1309;15.0;7;;;C2;;95471;2;4;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep8;83;S1;;SEM;;93603.0;0;T15;;0.8;S35;;;9664;20;ABS;10;94162;0;8509.363636363636;4;;S1-T15-C2-PL-HR-S35-SEM-ABS
6;8954;1348.3333333333333;;HR;1;7;;15;8090.0;Ended;874;15.0;8;;;C2;;57104;2;2;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep9;78;S1;;SEM;;60499.0;0;T15;;0.4;S35;;;9032;12;ABS;6;56230;0;8642.714285714286;2;;S1-T15-C2-PL-HR-S35-SEM-ABS
10;9593;1383.6;;HR;1;11;;15;13836.0;Ended;1300;15.0;9;;;C2;;95152;2;4;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep10;75;S1;;SEM;;96078.0;0;T15;;0.8;S35;;;9668;20;ABS;10;93852;0;8734.363636363636;4;;S1-T15-C2-PL-HR-S35-SEM-ABS
8;9238;1635.875;;HR;1;9;;15;13087.0;Ended;1056;15.0;10;;;C2;;75275;2;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep11;72;S1;;SEM;;83330.0;0;T15;;0.6;S35;;;9310;16;ABS;8;74219;0;9258.888888888889;3;;S1-T15-C2-PL-HR-S35-SEM-ABS
10;9541;1257.9;;HR;1;11;;15;12579.0;Ended;1329;15.0;11;;;C2;;95141;2;4;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep12;113;S1;;SEM;;92624.0;0;T15;;0.8;S35;;;9654;20;ABS;10;93812;0;8420.363636363636;4;;S1-T15-C2-PL-HR-S35-SEM-ABS
8;9272;1573.75;;HR;1;9;;15;12590.0;Ended;1149;15.0;12;;;C2;;75584;2;3;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep13;127;S1;;SEM;;77767.0;0;T15;;0.6;S35;;;9399;16;ABS;8;74435;0;8640.777777777777;3;;S1-T15-C2-PL-HR-S35-SEM-ABS
10;9487;1256.4;;HR;1;11;;15;12564.0;Ended;1259;15.0;13;;;C2;;94573;2;4;;;;1;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep14;74;S1;;SEM;;90880.0;0;T15;;0.8;S35;;;9561;20;ABS;10;93314;0;8261.818181818182;4;;S1-T15-C2-PL-HR-S35-SEM-ABS
9;9511;1443.5555555555557;;HR;1;10;;15;12992.0;Ended;1212;15.0;14;;;C2;;87589;2;4;;;;0;Pick all objects that have a printed product label and place them on the floor;;;;PL;S1-T15-C2-PL-HR-S35-SEM-ABS_[11-05]-[21-24-30]_rep15;79;S1;;SEM;;84177.0;0;T15;;0.8;S35;;;9590;19;ABS;9;86377;0;8417.7;4;;S1-T15-C2-PL-HR-S35-SEM-ABS
